inDict,phrase
0,primum non nocere
1,sensu stricto
0,conditio sine qua non
1,in pectore
1,in vacuo
1,urbi et orbi
0,ora et labora
1,res ipsa loquitur
1,pontifex maximus
1,perpetuum mobile
1,ex hypothesi
1,modus ponens
1,numerus clausus
1,pro tanto
0,quo vadis
0,audi alteram partem
1,obiter dictum
0,ad astra
1,de re
0,semper fidelis
1,dementia praecox
1,ratio decidendi
1,aqua vitae
1,alter ego
1,quantum meruit
1,per incuriam
1,camera lucida
1,sub specie aeternitatis
1,non plus ultra
1,ante mortem
1,lex talionis
1,horror vacui
0,a latere
1,cursus honorum
0,hostis humani generis
1,felix culpa
1,cantus firmus
1,non compos mentis
0,divide et impera
1,fiat lux
1,contra mundum
0,in salvo
1,mens sana in corpore sano
1,rus in urbe
1,sub silentio
0,ars moriendi
1,modus tollens
1,persona grata
1,sui iuris
0,nunc pro tunc
1,eo ipso
1,uti possidetis
1,mare nostrum
1,mater dolorosa
1,pia mater
1,creatio ex nihilo
1,primum mobile
1,malum prohibitum
1,in partibus
0,ex opere operato
0,manu militari
1,ex tempore
1,opus magnum
1,in nomine
1,petitio principii
0,ex more
1,via dolorosa
1,malum in se
0,ad usum
0,in pari delicto
1,non licet
1,sensu lato
1,tertium quid
0,ars longa
0,semper reformanda
0,ex utero
1,quod erat demonstrandum
1,amor fati
0,novus ordo seclorum
1,intra vires
0,in facie
0,ratione personae
1,studium generale
0,circus maximus
1,per accidens
1,per mensem
1,advocatus diaboli
0,bellum omnium contra omnes
0,ex aequo
1,functus officio
1,ad referendum
0,vita brevis
1,ante meridiem
0,ad honorem
1,per impossibile
1,corpus juris
1,in capite
0,homo sacer
1,in saecula saeculorum
1,editio princeps
0,in solidum
0,propria persona
0,homo floresiensis
1,restitutio in integrum
1,schola cantorum
0,ad vitam
0,pecunia non olet
1,in quarto
1,in personam
1,in actu
1,legate a latere
1,nil desperandum
0,nomen est omen
1,festina lente
1,hortus conclusus
1,post bellum
1,arcus senilis
1,exempli gratia
1,ora pro nobis
0,vox populi vox dei
0,homo homini lupus
1,jus gentium
1,lex loci
1,ab ovo
1,de profundis
1,opus dei
1,salva veritate
0,ad finem
1,ipsissima verba
0,ad fontes
1,in propria persona
1,custos morum
1,sic transit gloria mundi
0,in facie curiae
1,ignis fatuus
0,apologia pro vita sua
1,in forma pauperis
0,deus vult
1,noli me tangere
0,ne bis in idem
0,terra nova
1,post meridiem
0,homo ludens
1,sub poena
1,res extensa
1,vel non
0,de dicto
1,imperium in imperio
1,textus receptus
1,non placet
0,in spe
0,in usu
0,opera omnia
0,in casu
0,lux et veritas
1,doli incapax
0,incertae sedis
1,disjecta membra
1,expressio unius est exclusio alterius
0,sensus plenior
1,pons asinorum
1,in principio
0,credo ut intelligam
0,fluctuat nec mergitur
0,a mari usque ad mare
0,in aeternum
0,caveat venditor
1,onus probandi
1,nolens volens
1,homo habilis
1,ex voto
1,contra proferentem
0,extra ecclesiam nulla salus
0,quod est
1,in pari materia
1,pendente lite
1,inter alios
1,omnium gatherum
0,contradictio in adjecto
1,dies irae
0,pro domo
0,translatio imperii
1,in rebus
1,nemo dat quod non habet
0,de mortuis nil nisi bonum
1,spiritus rector
1,pro et contra
1,res cogitans
1,mare liberum
0,dux bellorum
1,felo de se
1,salus populi suprema lex
1,ne temere
0,nulla poena sine lege
0,contra bonos mores
0,sensus communis
0,totus tuus
1,sursum corda
0,in natura
0,et passim
1,facile princeps
1,per os
1,in parvo
0,ne cede malis
0,de gustibus non est disputandum
1,tempus fugit
0,semper paratus
1,ab aeterno
1,ubi sunt
1,bona vacantia
0,fides quaerens intellectum
1,a contrario
0,in dubiis libertas
0,in omnibus caritas
1,opus sectile
0,ius cogens
1,in octavo
0,contra legem
1,in esse
0,quis custodiet ipsos custodes
0,musica sacra
1,ex professo
1,ecce homo
1,rebus sic stantibus
0,coram deo
1,non obstante
1,animal rationale
1,spiritus mundi
0,urbs in horto
1,ignoratio elenchi
1,homo oeconomicus
0,et alii
1,philosophia prima
1,in partibus infidelium
0,arcana imperii
0,suum cuique
0,nullius in verba
0,ave atque vale
0,requiescat in pace
0,papaver somniferum
0,in foro
1,punctum saliens
0,vide supra
0,sic semper tyrannis
1,in ovo
1,nisi prius
0,credo quia absurdum
1,locus poenitentiae
0,nemo iudex in causa sua
0,gradatim ferociter
1,homo faber
0,ad patres
0,aurea mediocritas
0,deo gratias
1,ad absurdem
1,crimen falsi
0,de plano
1,ab extra
0,conditio humana
0,do ut des
1,multum in parvo
0,homo neanderthalensis
1,in abstracto
1,liberum arbitrium
0,nunc est bibendum
0,per definitionem
0,in haec verba
1,pars pro toto
1,res nullius
0,citius altius fortius
1,res gestae
0,fidei defensor
1,novus homo
0,ius primae noctis
0,cor ad cor loquitur
0,sol invictus
1,opus anglicanum
1,et hoc genus omne
0,rerum novarum
0,ad acta
0,nemo judex in causa sua
0,pleno jure
0,causa sui
0,in futuro
1,philosophia perennis
0,vox clamantis in deserto
0,ex deo
0,lex loci delicti
0,sapere aude
1,in perpetuum
0,ex opere operantis
1,dies non
1,vox humana
0,de te fabula narratur
1,jus primae noctis
1,pax romana
1,ex vi termini
0,ex injuria jus non oritur
1,in posse
1,post scriptum
0,opus est
1,ex silentio
1,lex fori
0,in globo
1,contemptus mundi
1,ad limina apostolorum
0,cacoethes scribendi
1,stupor mundi
0,magister artium
1,risus sardonicus
0,rerum cognoscere causas
1,mare clausum
1,te deum
0,pluralis majestatis
0,habemus papam
0,qui bono
1,res inter alios acta
0,dolus specialis
0,factum est
1,ex abundanti cautela
0,vena amoris
0,via sacra
0,pro mille
0,ad vitam aeternam
1,dulce et decorum est
0,fiat voluntas tua
1,fac simile
0,substantia gelatinosa
0,locus delicti
0,damnatio ad bestias
1,volenti non fit injuria
1,in nuce
0,in effigie
0,fides quae creditur
0,magis amica veritas
0,pax tecum
0,de futuro
0,sidere mens eadem mutato
1,locus in quo
0,esse est percipi
0,canis canem edit
0,suo jure
1,particeps criminis
1,nosce te ipsum
0,primum movens
1,vis inertiae
0,extra moenia
1,loci communes
0,nullum crimen sine lege
0,in naturalibus
1,ex animo
1,flatus vocis
0,cave canem
0,per ardua ad astra
1,summa summarum
0,non bis in idem
0,anno regni
0,communis opinio
0,mundus vult decipi
0,abusus non tollit usum
1,ipso jure
0,liquor cerebrospinalis
1,pro re nata
1,proxima centauri
1,ultima thule
0,homo heidelbergensis
0,vide infra
0,age quod agis
1,non prosequitur
0,ex oriente lux
0,acta non verba
1,vanitas vanitatum
1,non est factum
0,bona fortuna
1,ab urbe condita
0,veritas christo et ecclesiae
0,ex delicto
0,lapis philosophorum
1,nulli secundus
1,per fas et nefas
0,semper vigilans
0,obtorto collo
1,pro nunc
1,helluo librorum
0,ad arma
1,post festum
0,jus utendi
0,ad abundantiam
0,ab absurdo
0,abyssus abyssum invocat
0,quid est veritas
1,pax vobiscum
0,audiatur et altera pars
0,post mortem auctoris
0,dura lex sed lex
1,in distans
0,ad alta
0,ad perpetuam rei memoriam
0,semper idem
0,etsi deus non daretur
0,philosophiae doctor
1,in articulo mortis
0,dulce et utile
1,aqua mirabilis
1,hic et nunc
0,horresco referens
0,ad usum delphini
0,a verbis ad verbera
1,ad clerum
0,splendide mendax
1,modus agendi
0,ad unum
0,et lux in tenebris lucet
0,lux in tenebris lucet
0,ex nihilo nihil fit
0,laus deo
1,lusus naturae
0,lumen naturale
0,damnant quod non intelligunt
0,a minima
1,uberrima fides
0,suum cuique tribuere
0,vi coactus
1,caput mortuum
1,fac totum
1,e contrario
0,mortis causa
1,eo nomine
1,ad eundem
0,ars gratia artis
1,vera causa
0,de lege ferenda
1,secundum artem
0,de lege lata
1,ejusdem generis
0,cetera desunt
0,talis qualis
0,quasi modo geniti
0,vivat rex
0,et tu brute
0,missa solemnis
0,bellum romanum
0,hic sunt dracones
0,ex aequo et bono
1,ore rotundo
0,sub tuum praesidium
0,causa mortis
0,sapienti sat
0,respice finem
0,cadit quaestio
0,in ictu oculi
0,ex solo ad solem
0,odi et amo
0,oderint dum metuant
1,nunc dimittis
1,gloria patri
0,illo tempore
0,lex non scripta
0,in illo tempore
0,usque ad finem
0,in nomine domini
0,ter in die
1,experto crede
1,terminus ante quem
0,inter arma enim silent leges
0,opus citatum
1,mutato nomine
1,odium theologicum
1,jure divino
1,in infinitum
0,extrema ratio
0,annuit coeptis
0,ab hinc
0,natura non facit saltum
1,tertium non datur
0,vinculum juris
1,experimentum crucis
1,damnum absque injuria
0,pollice verso
1,quot homines tot sententiae
0,non vi sed saepe cadendo
1,in fieri
1,brutum fulmen
0,mos maiorum
1,ad damnum
0,sine ira et studio
0,viriliter age
0,e silentio
0,capax infiniti
0,venia legendi
1,tertium comparationis
0,semper apertus
0,utraque unum
1,lapsus linguae
0,est modus in rebus
0,animus in consulendo liber
0,rorate coeli
1,ars antiqua
1,nemine contradicente
0,simplex sigillum veri
0,jure humano
0,ab ovo usque ad mala
0,utile dulci
1,ab origine
0,paucis verbis
1,laudator temporis acti
0,jus commune
1,virgo intacta
1,lapsus calami
0,radix malorum est cupiditas
0,de minimis non curat lex
0,ignorantia legis neminem excusat
1,eiusdem generis
0,ars artium
0,mirabile visu
0,argumentum ad ignorantiam
0,ad mortem
0,nuda veritas
1,memento vivere
1,cum laude
1,magna cum laude
1,una voce
0,extra muros
0,alea iacta est
1,senatus consultum
1,non liquet
0,senatus consultum ultimum
1,ex mero motu
0,solus ipse
0,ne varietur
0,aqua pura
1,vis major
1,varia lectio
0,ex nunc
0,per aspera ad astra
0,ad lucem
0,esse quam videri
1,stella maris
1,arbiter elegantiae
0,gaudium et spes
0,cura te ipsum
0,decus et tutamen
0,salvator mundi
0,scientia et sapientia
0,habent sua fata libelli
0,ut dictum
0,ius gentium
